GradeID,Created,Updated,ContactID,CourseID,CourseName,Score
675819,"6/15/2020 2:19:22 PM","6/15/2020 2:19:22 PM",8397,1382,"Joint & Stretch_800",98
675820,"6/15/2020 2:19:46 PM","6/15/2020 2:20:22 PM",8397,1295,"Business Practices",95
675821,"6/15/2020 2:20:41 PM","6/15/2020 2:20:41 PM",8397,1363,"Integrative Massage",91
675822,"6/15/2020 2:21:04 PM","6/15/2020 2:21:04 PM",8397,1454,"Special Populations Massage",94
675823,"6/15/2020 2:21:23 PM","6/15/2020 2:21:23 PM",8397,1313,"Common Medical Conditions",100
675824,"6/15/2020 2:21:39 PM","6/15/2020 2:21:39 PM",8397,1283,"Assessment & Documentation Skills",99
675826,"6/15/2020 2:23:16 PM","6/15/2020 2:23:16 PM",8397,1319,"Corrective Exercise Specialis",89
675827,"6/15/2020 2:23:33 PM","6/15/2020 2:23:33 PM",8397,1448,"Spa Treatments",99
675828,"6/15/2020 2:23:49 PM","6/15/2020 2:23:49 PM",8397,1406,"Movement Modalities",100
675829,"6/15/2020 2:24:07 PM","6/15/2020 2:24:07 PM",8397,1307,"Clinical Internship (7)",100
675830,"6/15/2020 2:24:31 PM","6/15/2020 2:24:31 PM",8397,1327,"Craniosacral Therapy",100
675831,"6/15/2020 2:24:48 PM","6/15/2020 2:24:48 PM",8397,1343,"Energy Balancing",100
675832,"6/15/2020 2:25:03 PM","6/15/2020 2:25:03 PM",8397,1336,"Eastern Bodywork Techniques",95
675833,"6/15/2020 2:25:18 PM","6/15/2020 2:25:18 PM",8397,1311,"Clinical Internship (8)",100
675834,"6/15/2020 2:25:39 PM","6/15/2020 2:25:39 PM",8397,1395,"Medical Massage",92
675835,"6/15/2020 2:26:01 PM","6/15/2020 2:26:01 PM",8397,1393,"Massage in a Healthcare Setting",98
675836,"6/15/2020 2:26:14 PM","6/15/2020 2:26:14 PM",8397,1420,"Oncology Massage",99
675837,"6/15/2020 2:26:30 PM","6/15/2020 2:26:30 PM",8397,1312,"Clinical Internship (9)",100
675838,"6/15/2020 2:35:45 PM","6/15/2020 2:35:45 PM",8470,1274,"Anatomy & Physiology 1A_750v2",94
675839,"6/15/2020 2:35:59 PM","6/15/2020 2:35:59 PM",8470,1289,"Basic Swedish Massage A_750v2",99
675840,"6/15/2020 2:36:13 PM","6/15/2020 2:36:13 PM",8470,1369,"Interpersonal Communications_750v2",98
675841,"6/15/2020 2:36:32 PM","6/15/2020 2:36:52 PM",8470,1277,"Anatomy & Physiology 1B",85
675842,"6/15/2020 2:37:20 PM","6/15/2020 2:37:20 PM",8470,1286,"Basic Swedish B",94
675843,"6/15/2020 2:37:36 PM","6/15/2020 2:37:36 PM",8470,1443,"Self-Care",100
675844,"6/15/2020 2:37:59 PM","6/15/2020 2:37:59 PM",8470,1385,"Kinetic Anatomy_750v2",94
675845,"6/15/2020 2:38:17 PM","6/15/2020 2:38:17 PM",8470,1280,"Anatomy & Physiology 2_750v2",85
675846,"6/15/2020 2:38:30 PM","6/15/2020 2:38:30 PM",8470,1357,"Hydrotherapy_750v2",100
675847,"6/15/2020 2:38:53 PM","6/15/2020 2:38:53 PM",8470,1435,"Reflexology_750v2",83
675848,"6/15/2020 2:39:09 PM","6/15/2020 2:39:09 PM",8470,1262,"Advanced Massage Techniques_750v2",91
675849,"6/15/2020 2:39:30 PM","6/15/2020 2:39:30 PM",8470,1421,"Pathology_750v2",88
675850,"6/15/2020 2:39:46 PM","6/15/2020 2:39:46 PM",8470,1337,"Eastern Movement Therapies_750v2",83
675851,"6/15/2020 2:39:59 PM","6/15/2020 2:39:59 PM",8470,1407,"Neuromuscular Massage_800",96
675852,"6/15/2020 2:40:14 PM","6/15/2020 2:40:14 PM",8470,1429,"Professional Development",94
675853,"6/15/2020 2:40:31 PM","6/15/2020 2:40:31 PM",8470,1458,"Sports Massage_800",92
675854,"6/15/2020 2:40:42 PM","6/15/2020 2:40:42 PM",8470,1344,"Ethics & Professionalism_800",100
675855,"6/15/2020 2:40:57 PM","6/15/2020 2:40:57 PM",8470,1465,"Wellness & Nutrition_800",83
675856,"6/15/2020 2:41:13 PM","6/15/2020 2:41:13 PM",8470,1382,"Joint & Stretch_800",88
675857,"6/15/2020 2:41:37 PM","6/15/2020 2:41:37 PM",8470,1295,"Business Practices",96
675858,"6/15/2020 2:41:55 PM","6/15/2020 2:41:55 PM",8470,1363,"Integrative Massage",85
675859,"6/15/2020 2:42:24 PM","6/15/2020 2:42:24 PM",8470,1454,"Special Populations Massage",91
675860,"6/15/2020 2:42:46 PM","6/15/2020 2:42:46 PM",8470,1313,"Common Medical Conditions",100
675861,"6/15/2020 2:43:04 PM","6/15/2020 2:43:04 PM",8470,1283,"Assessment & Documentation Skills",100
675863,"6/15/2020 2:43:38 PM","6/15/2020 2:43:38 PM",8470,1319,"Corrective Exercise Specialis",82
675864,"6/15/2020 2:43:57 PM","6/15/2020 2:43:57 PM",8470,1448,"Spa Treatments",96
675865,"6/15/2020 2:44:16 PM","6/15/2020 2:44:16 PM",8470,1406,"Movement Modalities",100
675866,"6/15/2020 2:44:30 PM","6/15/2020 2:44:30 PM",8470,1307,"Clinical Internship (7)",100
675867,"6/15/2020 2:44:49 PM","6/15/2020 2:44:49 PM",8470,1327,"Craniosacral Therapy",93
675868,"6/15/2020 2:45:02 PM","6/15/2020 2:45:02 PM",8470,1343,"Energy Balancing",100
675869,"6/15/2020 2:45:18 PM","6/15/2020 2:45:18 PM",8470,1336,"Eastern Bodywork Techniques",78
675870,"6/15/2020 2:45:47 PM","6/15/2020 2:45:47 PM",8470,1311,"Clinical Internship (8)",100
675871,"6/15/2020 2:46:05 PM","6/15/2020 2:46:05 PM",8470,1395,"Medical Massage",92
675872,"6/15/2020 2:46:18 PM","6/15/2020 2:46:18 PM",8470,1393,"Massage in a Healthcare Setting",92
675873,"6/15/2020 2:46:31 PM","6/15/2020 2:46:31 PM",8470,1420,"Oncology Massage",91
675874,"6/15/2020 2:46:43 PM","6/15/2020 2:46:43 PM",8470,1312,"Clinical Internship (9)",100
675875,"6/15/2020 4:17:01 PM","6/15/2020 4:17:01 PM",8435,1420,"Oncology Massage",
675876,"6/15/2020 7:40:52 PM","6/15/2020 7:40:52 PM",9039,1720,"Anatomy & Physiology 1B_750v2",100
675877,"6/15/2020 7:41:29 PM","6/15/2020 7:41:29 PM",9054,1720,"Anatomy & Physiology 1B_750v2",84
675878,"6/15/2020 7:41:54 PM","6/15/2020 7:41:54 PM",9066,1720,"Anatomy & Physiology 1B_750v2",75
675879,"6/15/2020 7:42:15 PM","6/15/2020 7:42:15 PM",9040,1720,"Anatomy & Physiology 1B_750v2",93
675880,"6/15/2020 7:42:46 PM","6/15/2020 7:42:46 PM",8983,1720,"Anatomy & Physiology 1B_750v2",67
675881,"6/17/2020 12:20:38 PM","6/17/2020 1:27:05 PM",8605,1369,"Interpersonal Communications_750v2",98
675883,"6/17/2020 12:21:47 PM","6/17/2020 12:21:47 PM",8624,1369,"Interpersonal Communications_750v2",100
675884,"6/17/2020 12:22:05 PM","6/17/2020 12:22:05 PM",8627,1369,"Interpersonal Communications_750v2",100
675885,"6/17/2020 12:23:01 PM","6/17/2020 12:23:01 PM",8582,1274,"Anatomy & Physiology 1A_750v2",100
675886,"6/17/2020 12:23:10 PM","6/17/2020 2:02:02 PM",8624,1274,"Anatomy & Physiology 1A_750v2",98
675887,"6/17/2020 12:23:21 PM","6/17/2020 2:10:02 PM",8627,1274,"Anatomy & Physiology 1A_750v2",79
675888,"6/17/2020 12:24:09 PM","6/17/2020 1:26:31 PM",8605,1274,"Anatomy & Physiology 1A_750v2",97
675889,"6/17/2020 12:25:18 PM","6/17/2020 2:02:14 PM",8624,1289,"Basic Swedish Massage A_750v2",98
675890,"6/17/2020 12:25:38 PM","6/17/2020 2:10:14 PM",8627,1289,"Basic Swedish Massage A_750v2",92
675891,"6/17/2020 12:25:48 PM","6/17/2020 1:26:49 PM",8605,1289,"Basic Swedish Massage A_750v2",98
675892,"6/17/2020 12:28:42 PM","6/17/2020 12:28:42 PM",8582,1277,"Anatomy & Physiology 1B",100
675893,"6/17/2020 12:29:09 PM","6/17/2020 2:01:26 PM",8624,1277,"Anatomy & Physiology 1B",95
675894,"6/17/2020 12:29:25 PM","6/17/2020 2:09:25 PM",8627,1277,"Anatomy & Physiology 1B",72
675895,"6/17/2020 12:29:37 PM","6/17/2020 1:25:59 PM",8605,1277,"Anatomy & Physiology 1B",93
675896,"6/17/2020 12:30:23 PM","6/17/2020 12:30:23 PM",8582,1286,"Basic Swedish B",100
675897,"6/17/2020 12:30:36 PM","6/17/2020 2:01:42 PM",8624,1286,"Basic Swedish B",97
675898,"6/17/2020 12:30:51 PM","6/17/2020 2:09:44 PM",8627,1286,"Basic Swedish B",88
675899,"6/17/2020 12:31:01 PM","6/17/2020 1:26:15 PM",8605,1286,"Basic Swedish B",95
675900,"6/17/2020 12:31:51 PM","6/17/2020 12:31:51 PM",8582,1443,"Self-Care",100
675901,"6/17/2020 12:32:01 PM","6/17/2020 12:32:01 PM",8624,1443,"Self-Care",100
675902,"6/17/2020 12:32:12 PM","6/17/2020 2:09:06 PM",8627,1443,"Self-Care",97
675903,"6/17/2020 12:32:51 PM","6/17/2020 12:32:51 PM",8605,1443,"Self-Care",100
675904,"6/17/2020 12:33:35 PM","6/17/2020 12:33:35 PM",8582,1344,"Ethics & Professionalism_800",100
675905,"6/17/2020 12:33:50 PM","6/17/2020 12:33:50 PM",8624,1344,"Ethics & Professionalism_800",100
675906,"6/17/2020 12:34:13 PM","6/17/2020 12:34:13 PM",8627,1344,"Ethics & Professionalism_800",100
675907,"6/17/2020 12:34:24 PM","6/17/2020 12:34:24 PM",8605,1344,"Ethics & Professionalism_800",100
675908,"6/17/2020 12:34:53 PM","6/17/2020 12:34:53 PM",8582,1382,"Joint & Stretch_800",100
675909,"6/17/2020 12:36:44 PM","6/17/2020 12:36:44 PM",8624,1382,"Joint & Stretch_800",100
675910,"6/17/2020 12:36:59 PM","6/17/2020 12:36:59 PM",8627,1382,"Joint & Stretch_800",100
675911,"6/17/2020 12:37:08 PM","6/17/2020 12:37:08 PM",8605,1382,"Joint & Stretch_800",100
675912,"6/17/2020 12:37:53 PM","6/17/2020 12:37:53 PM",8582,1429,"Professional Development",100
675913,"6/17/2020 12:38:12 PM","6/17/2020 12:38:12 PM",8796,1274,"Anatomy & Physiology 1A_750v2",100
675914,"6/17/2020 12:38:22 PM","6/17/2020 2:00:28 PM",8624,1429,"Professional Development",99
675915,"6/17/2020 12:38:37 PM","6/17/2020 12:38:37 PM",8627,1429,"Professional Development",100
675916,"6/17/2020 12:38:51 PM","6/17/2020 12:38:51 PM",8699,1274,"Anatomy & Physiology 1A_750v2",100
675917,"6/17/2020 12:39:00 PM","6/17/2020 12:39:00 PM",8347,1289,"Basic Swedish Massage A_750v2",100
675918,"6/17/2020 12:39:13 PM","6/17/2020 1:24:46 PM",8605,1429,"Professional Development",99
675919,"6/17/2020 12:39:33 PM","6/17/2020 12:39:33 PM",8582,1458,"Sports Massage_800",100
675920,"6/17/2020 12:39:41 PM","6/17/2020 12:39:41 PM",8796,1289,"Basic Swedish Massage A_750v2",100
675921,"6/17/2020 12:39:48 PM","6/17/2020 2:00:42 PM",8624,1458,"Sports Massage_800",96
675922,"6/17/2020 12:40:02 PM","6/17/2020 2:08:12 PM",8627,1458,"Sports Massage_800",99
675923,"6/17/2020 12:40:11 PM","6/17/2020 12:40:11 PM",8699,1289,"Basic Swedish Massage A_750v2",100
675924,"6/17/2020 12:40:19 PM","6/17/2020 12:40:19 PM",8347,1274,"Anatomy & Physiology 1A_750v2",100
675925,"6/17/2020 12:40:28 PM","6/17/2020 1:25:24 PM",8605,1458,"Sports Massage_800",96
675926,"6/17/2020 12:40:55 PM","6/17/2020 12:40:55 PM",8582,1407,"Neuromuscular Massage_800",100
675927,"6/17/2020 12:41:12 PM","6/17/2020 1:59:28 PM",8624,1407,"Neuromuscular Massage_800",95
675928,"6/17/2020 12:41:25 PM","6/17/2020 2:08:32 PM",8627,1407,"Neuromuscular Massage_800",86
675929,"6/17/2020 12:41:37 PM","6/17/2020 1:24:15 PM",8605,1407,"Neuromuscular Massage_800",99
675930,"6/17/2020 12:42:08 PM","6/17/2020 12:42:08 PM",8582,1465,"Wellness & Nutrition_800",100
675931,"6/17/2020 12:42:18 PM","6/17/2020 12:42:18 PM",8624,1465,"Wellness & Nutrition_800",100
675932,"6/17/2020 12:42:27 PM","6/17/2020 12:42:27 PM",8627,1465,"Wellness & Nutrition_800",100
675933,"6/17/2020 12:42:37 PM","6/17/2020 12:42:37 PM",8605,1465,"Wellness & Nutrition_800",100
675934,"6/17/2020 12:43:23 PM","6/17/2020 12:43:23 PM",8582,1295,"Business Practices",100
675935,"6/17/2020 12:43:33 PM","6/17/2020 12:43:33 PM",8796,1277,"Anatomy & Physiology 1B",100
675936,"6/17/2020 12:43:42 PM","6/17/2020 12:43:42 PM",8624,1295,"Business Practices",100
